	c	e	g	l	m	n	r	x	i
8372	0	3.0	0	5.0	0	0	4.0	0	0
83732	5.0	0	0	0	0	4.6	0	0	0
83733	1.4	0	0	0.5	4.3	0	0.5	0	0
83844	0.9	0.7	0	0	0.6	5.0	0	0	0
83852	4.2	0	0	0	0.7	5.0	0	0	0
83884	1.0	0.6	0	0	5.0	0.4	0.5	0.7	0
8394	4.6	0	0	0	0	5.0	0	0	0
83942	2.4	1.4	0	0	0.2	3.5	0	0.2	0
8395	4.5	0	0	0	0	1.9	0	0	0
8396	4.4	0	0	0	2.3	4.4	3.0	1.2	0
8398	4.7	5.0	0	0.9	3.5	1.6	1.0	0	0
83983	2.7	0	0	0	0	1.9	0	0	0
8399	2.0	5.0	0	0	0	0.9	0	0	0
84002	0	1.6	4.6	0.2	0.5	1.5	3.1	0.5	0
8402	2.0	0	0	0	4.5	0.9	0.6	0	0
84076	2.0	0	0	0	0	1.3	0.3	0.7	0
8408	5.0	0	0	2.1	4.3	1.8	4.2	0.8	0
84101	1.5	0	0	0	0	5.0	0	0	0
84102	0	0	0	0	0	0	0	0	0
84105	1.1	0	0	0	2.3	2.5	0	0	0
84129	1.6	0	0	0	5.0	5.0	0	3.3	0
84132	1.5	0	0	0	0	4.6	0	0	0
84148	1.6	0	0	0	0.4	5.0	0	0	0
84152	4.5	0.9	0	0	1.1	3.9	0	0	0
84172	4.6	0	0	0	0	4.5	0	0.3	0
8418	-1	-1	-1	-1	-1	-1	-1	-1	-1
84188	1.5	0	0	0	0.8	0	0	5.0	0
84196	4.5	0	0	0	4.3	4.6	0	0	0
84231	3.1	0	0	0	0	4.3	0	0	0
8424	4.6	0	0	0	3.4	2.7	0	0.8	0
84254	4.7	0	0	0	0	4.3	0	0	0
84264	2.5	2.1	0	0	0	0.6	0	0	0
84265	4.4	0	1.7	0	2.1	5.0	1.1	0.3	0
84274	0.4	0	0	0	5.0	1.7	0	0.4	0
8428	4.5	0.6	5.0	0	0	5.0	0	0	0
8435	0	1.5	0	0	0	0	5.0	0.6	0
8443	4.3	0.2	0.2	0	3.5	1.3	0.7	5.0	0
8444	4.4	0	0	0	0.5	5.0	0	0	0
84444	1.6	0	0	0	0	5.0	0	0	0
84446	2.6	0.3	0	0	0.5	5.0	0	0.3	0
84447	1.3	0	0	0	0	4.3	5.0	0	0
8445	4.3	0	0	0	1.4	5.0	0	0	0
84451	-1	-1	-1	-1	-1	-1	-1	-1	-1
8446	1.2	4.0	0	0	1.0	5.0	0.7	0.8	0
84513	-1	-1	-1	-1	-1	-1	-1	-1	-1
84532	1.8	0	0	0	5.0	0.9	0	0.8	0
84569	1.4	3.3	0	0	0	1.4	0	0.7	0
8459	0	1.5	4.6	0.7	0	0	4.1	0	0
8460	1.9	2.2	5.0	0	0.3	0	0.6	0.3	0
84618	4.0	0.8	0	0	1.3	1.9	0	0	0
84640	2.6	0	0.8	0	0	2.6	0	0	0
84647	0	5.0	0	0.4	0	0	0	0	0
84649	2.0	1.6	0.5	0	3.2	0.8	5.0	1.5	0
84669	4.6	0	5.0	0	0	1.4	0	0	0
84676	1.7	0.8	0.2	1.6	1.7	4.2	0	0.2	0
84679	0.5	0	5.0	0.9	0	0	0.4	0	0
8468	4.3	0.9	0	0	0.6	4.3	0	0	0
84693	1.5	0	0	0	4.7	1.7	0	0	0
847	4.7	4.5	2.0	2.9	3.7	3.1	3.0	5.0	2.0
84701	0	0.3	0	0	5.0	1.3	0	0	1.0
84706	2.0	0	0	0	4.5	0.8	0.8	1.6	0
84720	0	0	1.0	0	0	1.6	4.2	0	0
8473	5.0	1.3	0	1.2	3.7	5.0	1.3	0.3	0
84735	5.0	5.0	0	0	0	0	1.9	0.4	0
84749	0.4	0	0	0	5.0	0.6	0.3	1.6	0
84750	0	0.8	4.7	1.0	0	4.3	4.5	0	0
84752	0	0.9	4.5	0.8	0.2	4.0	3.1	0.2	0
8476	2.9	0	1.5	0	0	2.6	0	0	0
84787	-1	-1	-1	-1	-1	-1	-1	-1	-1
8479	1.6	0	0.3	0	0	5.0	0	0	0
84803	-1	-1	-1	-1	-1	-1	-1	-1	-1
84812	4.7	0	0	0	0	4.5	4.0	0	0
84814	-1	-1	-1	-1	-1	-1	-1	-1	-1
84867	2.1	0	0	0	0	4.0	3.0	0	0
84869	1.9	0	0.9	0	5.0	0.9	0	0	0
84875	4.3	0	2.0	0	0	5.0	0	0	0
84881	0	0	0	0	4.3	0	0	0	0
84889	0.9	0.7	0	0	0	0.5	0	1.8	0
84890	4.4	2.0	0	0	2.1	0.7	0	0.6	0
8491	2.7	0	0	0.8	0	1.4	0	0	0
84912	0	0	5.0	0.3	0	1.4	4.3	0	0
84920	0	0	0	0	0	0	5.0	0	0
84926	1.9	0	0	0	2.0	1.9	0	0.2	0
8493	5.0	0	0	0	0	5.0	1.5	0	0
84930	2.9	0	0	0	0	5.0	0	0	0
84937	5.0	1.5	0	3.0	1.1	0.7	0	0.5	0
84992	0	0	0	0	0	0	5.0	0	0
85007	2.9	0	0	0	4.0	2.8	0	2.3	0
8501	0	0	1.6	0	0	0	0.6	0	0
85015	2.5	0.7	0	0	0	5.0	0	0	0
8503	4.7	0	0	0	0	2.7	0	0	0
8509	1.5	1.8	4.4	0.6	0	0	0.6	0	0
8513	0.5	5.0	0	2.9	2.0	0.5	0	0	0
8520	0.8	0	0	0	0	5.0	0	0.2	0
8525	2.3	0	0	0	0	5.0	0	0.6	0
8526	4.6	0.5	0.4	0	0.6	4.4	1.3	0.4	0
8527	4.6	0	0	0	0	4.6	0	0	0
8528	4.5	0	0	0	0.6	1.1	0.4	5.0	0
8529	0	1.2	0.6	0.4	0	0.6	5.0	1.6	0
85313	4.6	0	0	0	0	4.6	0	0.3	0
85320	0	0	0	0	0	0	0	0	0
8534	0.1	1.8	4.2	0.3	0.1	0	0	0	0
8536	4.7	0	0	0	0.4	3.5	0	0.3	0
85365	4.1	0.8	2.0	0	0.2	5.0	4.4	0.4	0
85366	2.7	0	0	0	0.5	5.0	0	0	0
8540	4.4	1.6	1.1	0.5	0	4.5	0.6	5.0	0
85413	0	0	0	0	0	0	0	0	0
85441	0.2	0	0	0	0	4.6	0	0	0
85464	2.5	0	0	0	0.7	1.7	0.3	0	0
85465	-1	-1	-1	-1	-1	-1	-1	-1	-1
85481	1.9	0	0	0	0.5	0.5	0	0	0
8550	4.5	0	0	0	1.0	5.0	0	0	0
8555	2.1	0	0	0	0.5	5.0	0	0	0
8556	4.7	0	0	0	0.2	4.7	0	0	0
8558	1.5	0	0	0	0.8	3.7	0	0	0
8560	0.9	1.8	0	0.2	4.0	0	4.2	0.2	0.7
8564	4.0	2.4	0	0	4.3	0	0.5	0.6	0
8565	4.8	4.1	0	0.6	1.0	4.5	0	0	0
8566	3.6	4.3	0	0.5	0.7	4.5	0	0	0
8569	4.6	0	0	0	0	5.0	0	0	0
8573	4.7	4.1	0	0	0	4.5	0.8	0.5	0
8574	4.6	0	3.0	0	2.4	0.4	0	0	0
8576	4.5	0.3	0.8	0	0.8	1.0	0	0.9	0
8604	3.5	0	0	0	5.0	1.9	0	0.5	1.5
8605	5.0	0	0	0	0.7	3.2	4.1	0.6	0
8608	0.3	1.1	0	0	2.0	0.6	4.0	0.7	0
8611	-1	-1	-1	-1	-1	-1	-1	-1	-1
8612	-1	-1	-1	-1	-1	-1	-1	-1	-1
8613	-1	-1	-1	-1	-1	-1	-1	-1	-1
8621	4.5	4.0	4.3	0	0	5.0	0	0	0
8622	4.7	0	0	0	0	1.8	0	0	0
8630	2.4	1.4	0	0	2.1	1.7	3.5	1.5	0
8634	0.5	1.1	0.4	0	1.5	5.0	0.8	0.4	0
8637	0	0	0	0	0	0	0	0	0
8639	1.2	2.0	4.1	0.6	1.6	0	4.2	0.6	0
8644	4.4	0.7	0	0	0.8	5.0	0	1.0	0
8647	2.2	0.9	0	0	1.2	2.7	1.0	0.8	0
8648	4.3	0	0	0	0	4.7	0	1.3	0
8654	4.8	1.3	0	0	1.2	1.1	0.9	0	0
8658	4.3	0	5.0	0	0.8	4.8	0	0	0
8659	3.2	0	0	0	5.0	0	0	0	0
8671	2.6	1.5	0	0	0.8	1.3	0	0	0
8681	-1	-1	-1	-1	-1	-1	-1	-1	-1
8693	0	0	4.3	0	0	0	0.7	0	0
8694	1.7	1.8	0	0	1.5	2.3	4.1	2.0	0
8702	0	2.2	5.0	0	0	0	0.3	0	0
8703	4.3	1.1	5.0	0.4	1.3	0	0	0	0
8704	0.2	1.3	5.0	0.3	0.2	4.0	1.3	0	0
8705	0	1.0	5.0	0	0	0	3.3	0	0
8706	0	1.9	5.0	0.3	0.3	0	3.1	0.3	0
8707	0.4	0	4.2	0	0.5	0.5	3.1	0	0
8708	0.4	0.6	4.3	0	0.5	0.2	3.3	0.5	0
8711	2.7	0.2	0	0	0.5	0.8	0.3	0.6	0
8714	0.6	0	0	0	0.7	1.6	0	0	0
87178	4.6	1.2	0	0	5.0	2.8	2.0	0	5.0
8722	2.2	4.1	0	5.0	0	0	0	0	0
873	4.6	0	0	0	0.4	1.7	0.4	0	0
8731	0	0	0	0	0	5.0	0	0	0
8732	2.1	1.1	0	0	1.2	4.6	0	0	0
8733	0	0	0	0	0	0	5.0	0	0
8737	5.0	1.0	0	1.2	4.4	3.5	0.9	0	0
874	5.0	0	0	0	2.0	4.4	0	0	0
875	-1	-1	-1	-1	-1	-1	-1	-1	-1
8760	1.9	0	0	0	4.1	0	3.6	0.4	0
8767	4.8	0.7	0	0	0	2.7	0	0	0
8776	4.5	0.3	0	0	0	1.4	0	0	0
8780	4.3	0	1.5	0	0	1.5	0	0	0
8781	-1	-1	-1	-1	-1	-1	-1	-1	-1
8789	4.2	0	0	0.8	0	5.0	0	0	0
8790	4.0	0	0	0	0	0	0	0	0
8798	1.0	0	0	0	0.2	3.5	0	0	0
8800	1.1	0	0	0	2.0	0.7	1.2	5.0	0
8801	1.5	1.4	0	0	4.8	1.5	0.8	0	0
8802	4.3	0.5	0	0	4.8	0.6	0.3	0	0
8803	1.0	0	0	0	5.0	0.7	0	0.7	0
8813	1.7	0	0	0	0.6	1.7	5.0	0	0
8814	1.6	0	0	0	0.9	4.2	0	0	0
8818	0	0	0	0.4	1.2	0	5.0	0	0
8821	4.2	0.2	0	0	0.7	1.0	0	0.3	0
8824	2.6	3.3	1.4	0.9	0	1.1	4.4	0.9	0
883	-1	-1	-1	-1	-1	-1	-1	-1	-1
8833	4.7	0.6	0	0	1.6	2.1	0	0	0
8836	2.9	5.0	0	4.5	0	0.8	0.9	0	0
8841	5.0	0	4.3	0	0	5.0	0	0	0
8850	2.4	0	0.3	0	0.6	5.0	0	0	0
8854	4.4	1.1	0	0	0.4	2.2	0	1.9	0
8859	2.0	0.5	0	0	0	4.3	0	0.4	0
8867	4.6	0	0	0.6	0	1.4	0	0	0
8869	1.1	0.5	4.7	0.9	0.8	0.8	0.9	0.7	0
8871	4.6	0	1.5	0	0	2.3	0	0	0
8875	0	4.4	0	0	0	0	0.7	0.2	0
8876	0	4.5	0	4.1	0	0.7	0	1.3	0
8877	4.6	2.0	0	0.9	2.5	4.3	0.9	0.2	0
8879	1.9	1.0	1.5	0	0	2.0	5.0	0.2	0
8884	0	0	0	0	0	0	0	0	0
8897	4.7	0	0	0	0	2.8	0.6	0	0
8898	5.0	0	0	0.8	0	5.0	0	0	0
8899	1.5	0	0	0	0	5.0	0	0	0
8908	4.6	0.3	0	0	0.4	2.1	0.8	0.4	0
8916	4.6	0	0	0.7	0	2.7	0	0	0
8924	2.4	0	0	0	0	5.0	0	0	0
8925	5.0	0	5.0	0	0	1.3	0	0.2	0
8942	5.0	0.6	0	0	5.0	4.5	0	0	0
8972	2.6	2.7	1.8	2.4	2.7	2.3	2.5	1.2	0
8974	4.3	2.2	0	0.2	0	4.0	5.0	0	0
8975	4.5	0	0	0	0.8	4.5	0	0.5	0
89792	0	1.1	3.8	0.7	0	0	0	0.3	0
8985	0.4	4.5	4.2	0.6	0.2	0.2	4.0	0.2	0
8986	4.7	0	0	0	0	5.0	0	0	0
89869	4.7	0	0	0	0	5.0	0.9	0	0
89872	0	0	0	0	0	0	0	0	0
89874	1.7	0	0	0	5.0	0	0	0.3	0
89910	1.6	0.9	0	0	2.7	2.6	0	0	0
8992	0	2.6	0	0	0	0.3	0	0	0
8993	1.2	4.5	0.5	0.9	0.8	0.8	0	0	0
8997	4.7	0	0	0	0	4.4	0	0.3	0
8999	1.5	0	0	0	0.3	4.4	0	0	0
9	4.7	0.2	0	0	0.2	1.7	0.2	0.3	0
90	1.5	2.9	0	0	0	2.1	0.8	0	0
9016	0	0.7	0.2	0	4.4	0	0	0.2	0
90161	1.0	1.2	4.2	0	0.3	4.6	0.2	0.4	0
9020	4.0	0	0	0	0	4.2	0	0	0
9023	4.1	0	0	0	0	0	3.0	0	0
9024	2.4	0.3	0	0	0.3	3.5	5.0	0.5	0
9025	4.3	0	0	0	0	5.0	0	0	0
90381	0	0	0	0	0	5.0	0	0	0
9039	4.3	0	0	0	0.4	4.8	0.3	0.4	0
9040	4.3	0	0	0	0	4.6	0	0	0
90423	4.0	0	0	0	0	0	0	0	0
9045	4.7	0	0	0	1.8	1.4	0	0	0
9056	0	0	0	0	0	0	0	0	0
9057	0	0.7	0	0	0	0	0	0	0
9058	0	0.7	0	0	0	0	0	0	0
9060	4.4	1.0	0	0	0.5	1.3	0	0	0
9061	4.4	0	0	0	0.5	2.6	0	0	0
9064	2.6	0	0	0	0.4	1.8	0	0	0
90678	4.6	0	0	0.8	0	1.9	0	0	0
90701	1.7	0.3	0.8	0	0.5	1.5	4.3	0.3	0
9085	-1	-1	-1	-1	-1	-1	-1	-1	-1
9088	4.3	0	4.2	0	0	4.5	4.0	0	0
9091	1.9	0	0	0	0	1.9	4.2	0	0
9097	4.7	0.1	0.1	0.5	0	1.9	1.0	0	0
9098	2.1	0	0	4.2	0	2.7	0	0	0
9099	3.3	0	0	0	0	4.4	0	0.6	0
91	4.3	3.0	0	0.4	0.3	0.7	0.3	0.3	0
9100	4.9	0	0	0	0	5.0	0	0	0
9101	5.0	0	1.5	2.0	0.5	3.6	0	0	0
91012	0	0	0.6	1.4	0.7	3.6	4.2	0	0
9107	4.6	0	0	0	0	5.0	3.0	0	0
9108	4.5	0	0	0	0	0	0	0	0
9113	4.6	0.6	0	0	0	2.0	0	0	0
9114	2.2	0	0	0.8	0	0.8	0	0	0
91179	1.7	0.7	0.7	0	0	1.7	0.1	0	0
91227	1.8	0	0	0	0	1.8	0	0	0
9123	1.0	1.5	0	0	1.8	4.5	0	0	0
9128	1.4	0	0	0	0.4	5.0	0	0	0
91373	3.2	0.2	0.2	0	0	1.5	0	0	0
91445	0	0	0	0	3.0	2.8	5.0	1.7	0
9148	1.5	0	0	0	0.5	1.4	0	0.6	0
9149	0	0	0	0	0	5.0	0	0	0
9150	1.7	0	0	0	0	4.8	0	0	0
9152	1.6	1.4	0	0	0	1.1	0.6	0	0
9153	0.4	1.2	0	0	0	0	0.5	0.3	0
9154	1.1	0.8	0	0	0	0	0.6	0.4	0
9162	3.3	0	0	0	0	5.0	0	0.4	0
9167	1.6	0	0	0	4.8	4.5	0	0	0
91703	3.7	0.5	0	0	0.5	1.0	0	0	0
91734	4.3	0.2	0	0	0	0.9	0	5.0	0
9175	2.8	0.6	0	0	1.0	2.4	0	0	0
91754	4.6	0.4	0	0	2.2	3.5	0	0.3	0
91807	4.3	0.2	0	0	0.2	1.3	0	0	0
9187	1.5	0.6	0	0	0.5	0	0.2	0	0
9194	0	1.1	0	0	1.4	0.7	0	0.9	0
9197	0	0	4.1	0	0	0	4.3	0.4	0
92	0.8	2.4	0	0	0	0.6	0	0.8	0
9200	-1	-1	-1	-1	-1	-1	-1	-1	-1
9201	2.7	0.5	0	0	0	0.6	0	0	0
92086	1.7	0.3	0	0	0	1.7	0	0	0
9212	4.5	0	0	0	1.0	5.0	0	0	0
92235	1.2	0	0	0	0.7	0.8	0	0.4	0
9227	0	1.6	0	0	0	0.6	4.0	0.8	0
92370	0	1.9	5.0	0.6	0	0	0.5	0	0
9245	0	1.8	4.8	0	1.4	0	0.1	0	0
9246	4.7	0.7	0	0	0.5	4.3	0	0	0
92483	3.0	1.5	0	0.3	4.4	0	0.4	0.4	0
9249	0	0.5	0	0	1.7	1.7	4.0	0.2	0
9252	3.1	0.7	0	0	0	5.0	0	0	0
92579	0	0	0	0	0.6	0	4.4	0	0
9261	4.6	1.0	0	0	0	5.0	0	0	0
9262	3.5	0	0	0	1.7	5.0	0	0	0
9263	2.7	0	0	0	0	5.0	0	0	0
92745	2.2	0.9	0	0	0	1.0	0	0	0
9276	4.6	0	5.0	0	0.5	1.3	4.2	0	0
92912	4.4	0	0	0	0.6	0.5	0.4	0	0
92935	0	0	0	0	5.0	0	0	0	0
9296	4.5	0.5	0	0	0	2.3	0	0	0
92979	0.3	0.4	5.0	3.2	1.5	0	0.8	0	0
93	0.4	2.9	0	0.3	0.5	0.5	0.4	0.5	0
93010	0	1.8	4.6	0.3	0	0	3.3	0	0
93034	3.0	0	0	0	0.5	0	0	0	0
93100	5.0	4.0	1.5	4.0	0.7	2.7	0	0.7	0
93183	0	0	0.6	0	0	0	4.2	0	0
9320	4.4	0	0	0	0.3	5.0	0.3	0	0
9329	1.3	0.3	0	0	4.2	5.0	0	0	0
9331	0.6	0.6	4.6	0.4	1.1	0	0	0	0
9333	2.7	0.9	0	0	0.4	1.0	0.4	0.3	0
9334	0.8	0.5	4.5	0.3	1.5	0.5	0	0	0
9344	4.6	0	0	0	0	5.0	0	0	0
9348	0	1.5	3.9	0	0	0	1.4	0	0
93492	1.9	0	4.0	0	0	0	3.3	0	0
93517	1.9	0.7	0.6	0	0.4	1.6	0.4	0.8	0
9354	1.0	0	0	0	0	4.0	1.2	0	0
9356	0	0.8	0	0.2	0	0.6	0.4	0	0
9360	4.8	1.6	0	0.7	2.1	4.9	1.7	1.5	0
9365	1.2	5.0	1.3	0	1.3	1.5	1.8	0.5	0
93650	-1	-1	-1	-1	-1	-1	-1	-1	-1
9374	0	0	0	4.6	0.6	0	0	0	0
9376	0	0.7	0	0	0.8	0.7	0	0	0
9377	1.0	1.7	0	0	5.0	1.3	0	0	0
9380	3.9	0	0	0	3.0	1.6	0	4.4	0
9388	0.8	5.0	5.0	0.3	0.2	0.3	1.0	0.5	0
9390	0	0	0	0	0	0	0	0	0
9394	0.2	3.0	4.6	0.2	0	1.9	0	0	0
9397	4.7	0	4.3	0	0.6	2.0	0	0	0
93979	0	3.8	0	0.6	0.4	0	0.4	0.5	0
94	0	2.8	0	0.6	0.3	0	0	0.4	0
94005	0	0	0	0	0	0	5.0	0	0
94033	1.6	0	0	0	4.6	0	0	0	0
9415	0.9	1.5	0	0	1.0	1.1	4.2	2.6	0
9420	0.5	1.4	1.7	0.2	0	1.0	5.0	1.5	0
9426	-1	-1	-1	-1	-1	-1	-1	-1	-1
9429	1.2	1.6	0	1.2	3.6	4.6	0.9	0.6	0
9435	0.3	1.0	5.0	0.2	1.9	0.6	0	0.2	0
9446	4.7	0.9	0	0	0.9	2.2	0.6	0	0
9451	3.6	2.6	0.4	0.7	1.7	2.3	5.0	0	0
9453	4.6	0	0	0	1.2	1.5	0.5	1.3	0
9468	3.0	0	0.6	0	0	2.2	5.0	0	0
9469	2.4	1.3	4.4	0	0.7	1.1	0	0	0
9475	4.8	1.3	0	0	1.0	5.0	0	0	0
9476	0.3	5.0	0	5.0	0	1.3	0.3	0.3	0
948	1.1	1.8	5.0	0.2	1.6	0.8	1.2	1.7	0
9481	2.2	0	0	0	5.0	1.6	0	0.6	0
9486	2.0	2.5	4.5	0	0	0	0.4	0.3	0
9487	1.5	2.0	0.6	0	0	1.5	4.3	0	0
9488	1.8	0	0	0	0	0.1	5.0	2.1	0
9489	0.9	0.8	0	0.3	4.6	0	4.0	0.2	0
949	0.9	2.9	0	2.1	0.9	1.2	2.2	1.6	0
9497	2.7	1.1	0	0	0	0	0	0	0
9498	2.3	0.9	0	0	0	1.4	0	0	0
95	4.6	5.0	0	0	0	2.9	0	0.6	0
9514	0	1.4	3.7	0.5	0	0	0.7	0.5	0
9517	1.8	0.5	0	0	3.3	0.9	5.0	0	0
952	2.9	2.1	0	1.2	1.5	3.2	1.7	0	0
9524	2.2	1.0	0	0.7	1.8	1.2	5.0	0.7	0
953	1.1	2.7	2.1	0	0	0.7	1.1	0.6	0
9533	4.3	0	0	0	0	5.0	0	0	0
9536	2.4	2.3	0.5	0.5	3.5	3.1	4.1	1.3	0
954	0.6	3.6	1.3	0	1.4	0	5.0	0.3	0
955	0.4	5.0	5.0	0	0.6	0	0.5	0.3	0
9550	4.3	0	0	0	0.4	2.8	0	0	0
9551	-1	-1	-1	-1	-1	-1	-1	-1	-1
956	0	1.8	1.6	0	0	0	0.3	0	0
9562	1.3	1.0	0	1.0	1.1	0	4.1	0.4	0
9563	2.5	1.3	0	0.5	0.9	0.9	5.0	0.2	0
957	1.9	4.5	1.2	0.5	0.4	0	4.4	0.3	0
9572	0	0	0	0	0	4.8	0	1.0	0
9575	5.0	0	0	0	0.7	5.0	0.2	0.4	0
9578	0	0	0	0	0	0	0	0	0
9583	0	0	5.0	1.0	0.3	0	0.3	0	0
9588	4.6	4.1	0	4.2	2.4	5.0	0.8	0	0
9601	0.6	5.0	0	0	0.6	0	4.9	0	0
9604	4.5	0	0	0	0	5.0	0	0	0
9611	4.1	0	0	0	0.6	5.0	0	1.0	0
9612	0	0.5	0	0	0.6	5.0	0	0.7	0
9615	4.4	0.4	0	0	1.7	0.6	0	0.6	0
9625	1.2	0.2	0	0.2	2.4	0.5	0	0.2	0
9641	4.7	0	0	0	3.2	5.0	0	0.3	0
9647	5.0	0	0	0	0.5	2.8	0	0	0
9651	2.7	0	0	0	0	0	0	0	0
9653	0	1.6	4.5	0	0.3	0	2.0	0	0
9663	4.4	0.6	0	0	0	4.2	3.4	0.8	0
9666	2.3	0	0	0	0	1.4	0	0	0
96764	4.5	0	0	0	0	4.7	0	0	0
9677	5.0	0	0	0	0	4.7	0	0	0
9690	2.3	0	0	0	1.8	4.1	0	0	0
97	3.2	0	0	0	0	0.6	0	0	0
9736	3.3	0.7	0	0	0	0	0	0	0
9739	1.6	0	0	0	0	5.0	0	0	0
9748	3.1	0.5	0	0	0.6	2.7	0	0	0
9757	1.4	0	0	0	0	5.0	0	0	0
978	4.3	5.0	0	0	1.3	2.8	0	0	0
9781	0	0	5.0	0	0.2	2.6	0	0	0
9789	0.2	0	0	0	0.2	0	4.1	0	0
9791	0	0	0	0	0.7	1.4	4.4	0	0
98	1.1	0	0	0	0	2.0	0	0	0
9807	4.2	0	0	0	0	4.7	0	0	0
9810	2.9	0	0	0	0	5.0	0	0	0
9829	4.6	0	1.0	0	0.2	2.8	0	0	0
983	4.8	1.1	0.9	0.6	5.0	4.7	4.2	1.2	0
9833	2.5	0	0.2	0	0.8	3.6	0.3	0	0
984	1.0	0	0	0	0	5.0	0	0	0
9843	1.7	0.9	0	0	0.7	0.3	0.8	0.7	0
9867	1.5	0	3.0	0	0	2.0	3.0	0	0
9869	4.6	0	0	0	0	4.8	0	0	0
9874	1.6	0	0	0	0	5.0	0	0	0
9890	-1	-1	-1	-1	-1	-1	-1	-1	-1
9896	1.3	0	4.2	1.8	0.4	1.3	2.5	0.2	0
9917	0	1.6	5.0	0.6	0	4.4	0.5	0	0
9924	4.3	0	0	0	0	3.7	0	0	0
993	4.7	0.8	1.4	0	1.4	4.8	0	0	0
994	4.7	0	0	0	0	4.7	0	0	0
9942	4.5	0.8	0	0	0.6	1.5	0	0.4	0
9943	4.7	0.2	0	0	0	1.2	0	0	0
9945	4.3	2.4	0	0	1.3	1.4	0.6	1.2	0
995	4.7	0	0	0	1.9	5.0	0	0	0
9951	0.9	0.6	3.1	0	1.5	0.3	0	0	0
9953	0.4	0.2	4.5	0.2	0.8	0.9	0	0	0
9955	0	0.7	4.2	0	0.6	0	0.8	0	0
9956	0	0	4.4	0	2.3	0.4	0	0	0
9957	0	2.4	4.0	0.2	0	0	1.2	0	0
9958	4.7	0.7	0	0	3.4	5.0	0	0	0
9960	1.6	0	0	0	0	5.0	0	0	0
9962	0	1.2	0	0	1.1	0.5	0	0.5	0
9963	0	0	0	0	0	0.7	0	0	0
997	4.5	0	0	0	1.2	5.0	0.5	0	0
9990	1.8	0	0	0	0	0	0	0.4	0
